,id,name,host_id,City,host_name,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,Construction year,cancellation_policy,country,instant_bookable,price,review rate number,room type,service_fee
1633,2536005,Bright Room in Battery Park!,9426702,New York,KayCee,30,26,07-27-2017,1,0,2020.0,strict,United States,False,826.0,3.0,Entire home/apt,165.0
1634,2739978,Spacious East Village Apartment,14020493,New York,Eva,30,8,11-19-2019,1,0,2003.0,strict,United States,True,417.0,1.0,Private room,83.0
1635,2538248,Large newly renovated studio,9743617,New York,Patricia,4,156,08-24-2022,7,292,2008.0,strict,United States,True,411.0,4.0,Entire home/apt,82.0
1636,2743624,Luxury 2 BEDS/2 BATH Midtown/Central Park,8511789,New York,Marie-Christine,1,3,09-11-2016,1,0,2008.0,moderate,United States,True,325.0,2.0,Entire home/apt,65.0
1637,2748094,Union Square spacious studio,14058714,New York,Craig,5,72,08-08-2022,1,45,2010.0,flexible,United States,True,659.0,1.0,Entire home/apt,132.0
1638,2582812,Brooklyn loft apt in industrial building,13225047,New York,Lila,30,44,03-28-2018,3,0,2006.0,moderate,United States,True,1089.0,1.0,Private room,218.0
1639,2906314,Sunny 1BR with Terrace/City Views,195783,New York,Bradley,4,33,10-21-2015,1,0,2013.0,moderate,United States,False,884.0,4.0,Entire home/apt,177.0
1640,2752977,Carroll Gardens townhouse,14081811,New York,Linda,30,12,08-10-2018,1,0,2010.0,moderate,United States,True,804.0,1.0,Private room,161.0
1641,2908211,"Lovely Park Slope Apt, Brooklyn",14019963,New York,Kieran,30,113,01-01-2020,1,0,2019.0,strict,United States,False,570.0,5.0,Entire home/apt,114.0
1642,2754179,Fabulous Apt w/ Gorgeous Bathroom!,13347167,New York,AFI Apartments,30,10,08-13-2022,31,285,2013.0,moderate,United States,False,130.0,1.0,Entire home/apt,26.0
1643,2584258,Lovely home-y room & basement in Bushwick,4612212,New York,Guillaume,10,4,01-02-2020,2,0,2004.0,flexible,United States,True,55.0,5.0,Entire home/apt,11.0
1644,2908417,Huge Room in Brooklyn Loft,10593364,New York,Jeffrey,30,11,03-02-2020,1,0,2022.0,flexible,United States,True,585.0,2.0,Entire home/apt,117.0
1645,2586556,An amazingly comfortable room!,13244076,New York,Kenneth,30,6,09-02-2022,2,314,2017.0,flexible,United States,True,568.0,2.0,Entire home/apt,114.0
1646,2586923,Beautiful Prospect Park South room,12508991,New York,Melinda,45,32,10-01-2020,2,35,2019.0,flexible,United States,True,54.0,4.0,Private room,11.0
1647,2590590,Washer&Dryer - 6 Subway stops to NYC / 15 min ride,727585,New York,Frances,3,346,08-22-2022,3,206,2004.0,strict,United States,False,280.0,1.0,Entire home/apt,56.0
1648,2592533,"Private room in the heart of Williamsburg- L, G",13270449,New York,Idan,30,2,05-18-2019,1,0,2020.0,flexible,United States,True,565.0,3.0,Private room,113.0
1649,2760968,Sunny Room in the Heart of it All!,14120733,New York,Lisa,2,392,03-09-2020,1,0,2006.0,strict,United States,False,983.0,5.0,Entire home/apt,197.0
1650,2763675,Private Room & Bath 20 mins to Manhattan,458965,New York,Mercedes,30,33,12-09-2019,1,0,2011.0,strict,United States,False,134.0,4.0,Entire home/apt,27.0
1651,2769718,Bright and spacious 2 bed apartment,14163479,New York,Yulia,30,3,10-27-2016,1,0,2016.0,flexible,United States,True,993.0,2.0,Private room,199.0
1652,2592640,Great room with awesome amenities!,13272957,New York,Johnny,30,1,03-28-2014,1,0,2010.0,moderate,United States,False,662.0,2.0,Private room,132.0
1653,2598087,Sunny Private Room w/Exposed Brick,13304615,New York,Andrew,30,2,01-01-2018,1,0,2018.0,moderate,United States,False,1101.0,3.0,Entire home/apt,220.0
1654,2909117,One Double Bed for Two People,14046864,New York,Arnulfo,30,20,08-06-2022,1,243,2016.0,strict,United States,False,1017.0,5.0,Private room,203.0
1655,2909461,Spacious One Bedroom in UWS,14864202,New York,Raymond,30,9,07-28-2015,1,0,2003.0,strict,United States,False,715.0,3.0,Entire home/apt,143.0
1656,2913960,Private Apt in Trendy Cobble Hill,14883031,New York,Sam,30,96,08-13-2022,1,1,2003.0,moderate,United States,False,662.0,4.0,Entire home/apt,132.0
1657,2599963,Amazing Penthouse Studio (Midtown East),13314076,New York,Abraham,10,15,08-26-2018,1,0,2011.0,strict,United States,False,1187.0,1.0,Private room,237.0
1658,2772111,It's very warm and friendly.,14176488,New York,Ada Azra,30,13,01-30-2020,2,363,2010.0,moderate,United States,False,355.0,4.0,Entire home/apt,71.0
1659,2918764,Beautiful Spacious Brooklyn Room,6683775,New York,Sophia,30,9,10-16-2015,1,0,2018.0,strict,United States,False,1135.0,3.0,Private room,227.0
1660,2773754,Lovely 1-bedroom on Prospect Park,3883648,New York,Jenn,30,7,10-01-2019,1,281,2017.0,strict,United States,False,54.0,2.0,Entire home/apt,11.0
1661,2775553,Experience ELEGANT LIFESTYLE,9421493,New York,Frances,30,29,11-05-2019,1,65,2006.0,strict,United States,True,427.0,4.0,Private room,85.0
1662,2601464,Your Perfect NYC Apartment!,13322744,New York,Ana-Maria,30,18,11-22-2017,1,0,2003.0,flexible,United States,False,361.0,2.0,Entire home/apt,72.0
1663,2919062,Spacious 1 Bedroom in LIC,14906518,New York,Michael,30,2,10-03-2016,1,0,2013.0,flexible,United States,True,501.0,5.0,Private room,100.0
1664,2620837,Spacious room in huge loft,4691967,New York,Mark,30,17,08-31-2022,3,0,2019.0,moderate,United States,True,729.0,3.0,Entire home/apt,146.0
1665,2776119,Studio Apt Avail - Convenient to City & Hot Spots,14197781,New York,Bruce,30,3,12-13-2016,1,0,2021.0,strict,United States,True,956.0,4.0,Entire home/apt,191.0
1666,2919885,"Spacious, Sunny 2BR near subway",7229763,New York,Robert And Zafir,30,5,03-24-2016,1,0,2019.0,flexible,United States,True,500.0,2.0,Entire home/apt,100.0
1667,2781747,Perfect work-from-home for music-loving creatives,309329,New York,Eilon,5,81,08-27-2022,1,14,2021.0,moderate,United States,False,389.0,4.0,Entire home/apt,78.0
1668,2923381,Cozy&Sunny North Manhattan Duplex,14927500,New York,Silvia,30,16,08-07-2016,1,0,2009.0,strict,United States,True,1012.0,4.0,Private room,202.0
1669,2626457,Cozy Private Room Upper West Side - with Deck!,13451102,New York,Ronnie,2,337,08-20-2022,1,37,2022.0,strict,United States,False,683.0,4.0,Entire home/apt,137.0
1670,2627940,Garden Appartment in Clinton Hill,2818232,New York,Jasmine Étoile,30,12,04-16-2017,1,0,2009.0,flexible,United States,True,641.0,3.0,Private room,128.0
1671,2926030,"Bright & Spacious Apartment Near A, C,  1 Trains",6648437,New York,Wendy,30,10,11-18-2019,1,0,2015.0,strict,United States,False,1154.0,5.0,Entire home/apt,231.0
1672,2629613,Million Dollar Listing Chelsea. 30 day minimum.,12254381,New York,R. Paddington,30,209,01-31-2022,1,223,2020.0,flexible,United States,True,861.0,2.0,Private room,172.0
1673,2783468,Nice 1 Bedroom in Lovely Building,3187645,New York,Ken,30,1,04-28-2014,1,0,2015.0,strict,United States,False,536.0,4.0,Private room,107.0
1674,2784311,"A Private Room  1 in a 2 Bedroom East Village, NYC",10870477,New York,Adrian,5,4,07-31-2022,1,260,2016.0,strict,United States,True,400.0,4.0,Private room,80.0
1675,2931544,Bright 1BR in heart of Greenpoint,3136117,New York,Meg,30,9,04-20-2017,1,0,2008.0,strict,United States,False,921.0,1.0,Private room,184.0
1676,2788298,Fort Greene Perfect Location,14262697,New York,Eric,30,1,05-19-2015,2,0,2013.0,moderate,United States,True,640.0,2.0,Entire home/apt,128.0
1677,2636396,Private room in in East Village,13499885,New York,Arash,30,5,05-30-2016,2,0,2018.0,flexible,United States,False,1031.0,3.0,Entire home/apt,206.0
1678,2932263,Cheery Brooklyn Heights Studio!!,9503874,New York,Gillian,5,123,08-27-2022,1,219,2017.0,strict,United States,True,976.0,2.0,Private room,195.0
1679,2636731,Private room in Hell's Kitchen,13295673,New York,João,30,6,11-12-2017,1,0,2014.0,flexible,United States,True,361.0,5.0,Entire home/apt,72.0
1680,2791446,CUTE Studio in the heart of Chelsea,7069480,New York,Marc,6,109,09-06-2022,1,246,2012.0,flexible,United States,False,302.0,5.0,Private room,60.0
1681,2791758,Brooklyn Guestroom with Balcony,2637408,New York,Chris,3,218,08-29-2022,2,116,2018.0,moderate,United States,False,1117.0,5.0,Private room,223.0
1682,2936054,October SPECIAL!! Enjoy the Holiday in NYC! Sale!,14990573,New York,Raymond,30,46,10-22-2017,1,280,2022.0,moderate,United States,True,456.0,5.0,Entire home/apt,91.0
1683,2637533,Super-Spacious Studio Suite w Adjoining Sunroom,2687435,New York,Abby & Kurt,2,57,03-16-2020,1,0,2018.0,strict,United States,False,426.0,5.0,Entire home/apt,85.0
1684,2936192,Bright Quiet Room in the W Village,13908017,New York,Kaytlin,2,253,07-21-2022,1,198,2011.0,strict,United States,True,179.0,3.0,Entire home/apt,36.0
1685,2641540,Private 1 bedroom apartment,13524185,New York,Sheldon,30,73,12-31-2016,1,0,2013.0,strict,United States,False,777.0,2.0,Private room,155.0
1686,2939670,"Bright Room Near JFK ,LGA &  Train with AC",15009272,New York,Yolanda,30,90,06-03-2022,3,201,2009.0,flexible,United States,True,116.0,4.0,Entire home/apt,23.0
1687,2645558,A bright spacious one-bedroom,2653156,New York,Lenny,7,47,06-12-2022,1,2,2013.0,moderate,United States,False,384.0,1.0,Entire home/apt,77.0
1688,2940007,Charming one bedroom in the LES,15010803,New York,Carlo,30,14,11-06-2021,1,310,2022.0,moderate,United States,True,427.0,4.0,Entire home/apt,85.0
1689,2649068,Beautiful room minutes to Manhattan,13561853,New York,Olivera,30,50,11-05-2019,2,5,2014.0,strict,United States,False,1059.0,3.0,Entire home/apt,212.0
1690,2793834,Central Park beauty,14290739,New York,Stanton,75,29,02-07-2022,5,175,2004.0,flexible,United States,False,1085.0,3.0,Private room,217.0
1691,2794584,One Bedroom Apartment with Natural Swimming-Pool.,251842,New York,Virginie,30,1,05-31-2022,3,98,2021.0,strict,United States,True,588.0,5.0,Entire home/apt,118.0
1692,2940163,Sunny 1BR near Central Park close to Columbia U.,15002363,New York,Michael,30,63,01-01-2020,1,0,2011.0,flexible,United States,True,308.0,1.0,Entire home/apt,62.0
1693,2794725,LOOK! Attached single family,14295613,New York,Skylar,30,1,04-19-2014,1,0,2005.0,moderate,United States,True,146.0,2.0,Private room,29.0
1694,2653186,"Bright, spacious 1BR in UES",13360423,New York,Izumi,30,13,04-30-2016,1,0,2010.0,flexible,United States,False,1197.0,2.0,Entire home/apt,239.0
1695,2941297,Full 1 bedroom Apt in GREAT Locale,1495881,New York,Zuben,30,6,05-06-2016,1,0,2022.0,strict,United States,False,879.0,5.0,Private room,176.0
1696,2653544,Common Area + Room in Spacious Loft-Like Apt.,157795,New York,Madeline,4,11,11-16-2015,2,0,2022.0,flexible,United States,False,771.0,1.0,Private room,154.0
1697,2942732,"Large 1 bdrm, River views!",160337,New York,Sanjna,1124,9,06-15-2019,1,365,2012.0,moderate,United States,True,931.0,2.0,Entire home/apt,186.0
1698,2949128,Fab apt in historic Hell’s Kitchen. Private. Safe.,15049157,New York,Marjorie,3,211,09-04-2022,1,13,2004.0,moderate,United States,True,560.0,2.0,Entire home/apt,112.0
1699,2658349,"1BR and ensuite bath, minutes from Central Park",142611,New York,Alan,30,1,01-25-2020,1,0,2018.0,strict,United States,False,946.0,3.0,Private room,189.0
1700,2794734,Spacious brownstone parlour,2343136,New York,Tyson,30,2,04-26-2015,1,0,2005.0,flexible,United States,False,581.0,1.0,Private room,116.0
1701,2799018,Colorful Quarters on the Upper East Side,7028387,New York,Todd,50,3,08-30-2021,1,2,2019.0,flexible,United States,False,672.0,3.0,Private room,134.0
1702,2659448,Bedstuy Apartment for Rent,13611255,New York,Lamee,30,61,06-01-2019,3,160,2018.0,moderate,United States,True,864.0,5.0,Private room,173.0
1703,2965008,Family Friendly Brooklyn House,37879,New York,Jeffrey,3,24,07-31-2022,1,360,2017.0,flexible,United States,False,121.0,3.0,Private room,24.0
1704,2659477,Stunning 1BR apt  UES/Harlem,2294061,New York,Kurtis,30,2,12-13-2015,1,0,2013.0,moderate,United States,True,629.0,4.0,Entire home/apt,126.0
1705,2799360,Beautiful 1 Bed  - Great Transport Links,14317804,New York,Samantha,30,2,02-22-2018,1,0,2022.0,flexible,United States,False,546.0,2.0,Entire home/apt,109.0
1706,2968070,Near Times Square and Hell's Kitchen,14380456,New York,Claude,2,567,09-03-2022,1,206,2013.0,moderate,United States,True,690.0,1.0,Private room,138.0
1707,2969919,Spacious Junior 1BR Apt in USQ/Flatiron,15153596,New York,Allie,1,57,08-05-2022,1,0,2011.0,strict,United States,False,1167.0,2.0,Private room,233.0
1708,2803013,Columbus Circle/Central Park - WIFI,8497788,New York,Cyn,30,1,10-04-2014,1,0,2006.0,flexible,United States,False,989.0,3.0,Entire home/apt,198.0
1709,2803944,Lovely Private Bedroom in 2BR Apt,3181226,New York,Emily,30,1,09-05-2015,1,0,2020.0,flexible,United States,True,308.0,3.0,Entire home/apt,62.0
1710,2660576,"Come see Brooklyn, New York",13617520,New York,Howard T.,30,7,02-25-2015,1,0,2015.0,flexible,United States,False,433.0,2.0,Entire home/apt,87.0
1711,2661098,"New York City, a safe and (mostly) quiet place.",13621509,New York,Renald,2,21,12-30-2021,1,35,2003.0,moderate,United States,True,214.0,4.0,Entire home/apt,43.0
1712,2663243,Private Room + Balcony in Bushwick.,5352610,New York,Mira,30,6,05-07-2019,2,0,2021.0,moderate,United States,True,483.0,1.0,Entire home/apt,97.0
1713,2974433,Stylish Williamsburg Loft Apartment,2363988,New York,Mads,30,2,01-03-2018,1,0,2022.0,flexible,United States,False,448.0,5.0,Entire home/apt,90.0
1714,2663296,Spacious One Bedroom in Gramercy,13632182,New York,Natalie,30,6,08-13-2016,1,0,2003.0,moderate,United States,True,1021.0,1.0,Entire home/apt,204.0
1715,2804557,Cozy bedroom in shared 2br apt,8741682,New York,Ines,30,1,04-25-2015,1,0,2009.0,flexible,United States,False,681.0,3.0,Entire home/apt,136.0
1716,2974479,Williamsburg Condo w/ Backyard,201223,New York,James,30,7,06-04-2022,1,50,2004.0,strict,United States,False,191.0,5.0,Entire home/apt,38.0
1717,2974877,Sunny and Stylish on the Park,15082988,New York,Karen,30,13,04-23-2017,1,0,2011.0,moderate,United States,True,388.0,1.0,Entire home/apt,78.0
1718,2974957,Open/Sunny 2 BR in Prospect Heights,588899,New York,Lily,30,2,06-18-2015,1,0,2009.0,flexible,United States,False,551.0,2.0,Entire home/apt,110.0
1719,2977232,"CLOSED FOR COVID, UNAVAILBLE UNTIL FURTHER NOTICE",15185319,New York,Alesandra,1,314,03-15-2020,1,365,2019.0,moderate,United States,True,92.0,5.0,Entire home/apt,18.0
1720,2978421,Hip Chinatown Apt in Great Location,5418972,New York,Nico,30,11,05-31-2019,1,0,2022.0,flexible,United States,False,576.0,4.0,Private room,115.0
1721,2806791,PRIVATE ROOM IN NEW YORK MANHATTAN; 10032,11725608,New York,Juan,3,257,08-28-2022,3,202,2005.0,moderate,United States,False,1164.0,5.0,Entire home/apt,233.0
1722,2979714,Cozy Private RM Near Central Park N,15198359,New York,Brigitte,7,117,08-21-2022,2,321,2008.0,flexible,United States,True,444.0,4.0,Entire home/apt,89.0
1723,2669352,Cozy 3 bedroom on upper west side,13664226,New York,Rebecca,5,43,05-29-2022,1,303,2021.0,moderate,United States,True,412.0,3.0,Private room,82.0
1724,2984662,Brooklyn Heights - 1 Bedroom,15179425,New York,Chris,2,10,09-14-2018,1,0,2007.0,strict,United States,False,990.0,3.0,Entire home/apt,198.0
1725,2814931,Large New York style loft,14399467,New York,Caroline,30,89,11-11-2017,2,0,2012.0,flexible,United States,True,248.0,3.0,Private room,50.0
1726,2995000,Bright Brooklyn garden apartment!,1971142,New York,David,3,259,08-27-2022,1,294,2013.0,flexible,United States,True,318.0,5.0,Entire home/apt,64.0
1727,2821079,Spacious 1 BR apt in the UWS,2333304,New York,Roger,30,1,07-15-2014,1,0,2005.0,flexible,United States,False,652.0,2.0,Private room,130.0
1728,2830518,"Safe Clean Sunny, 15 min Manhattan",11363157,New York,Delia,50,30,11-15-2015,1,129,2006.0,strict,United States,True,337.0,3.0,Entire home/apt,67.0
1729,2669366,"Priv. Room in a House, 15min to Manhattan",13664245,New York,Denise,7,62,07-23-2022,2,75,2007.0,flexible,United States,False,1106.0,1.0,Entire home/apt,221.0
1730,2670522,Zen Bedroom in Williamsburg Loft,13670148,New York,Michelle,30,45,02-24-2020,2,0,2008.0,moderate,United States,False,747.0,1.0,Private room,149.0
1731,2674784,Chic & Clean 1 Bedroom - Prospect Park - Pets Ok,13524368,New York,Richard,1,232,09-05-2022,3,0,2019.0,strict,United States,False,430.0,1.0,Private room,86.0
1732,2677779,Quaint Room,8083568,New York,Favio,30,70,12-31-2019,1,336,2008.0,moderate,United States,True,1095.0,3.0,Private room,219.0
1733,2683387,Great Room In Mid Town New York NYC,11837926,New York,Anthony,7,74,08-28-2022,2,270,2017.0,flexible,United States,False,1014.0,3.0,Entire home/apt,203.0
1734,2683455,3BR Family apt 15 min to Manhattan w/ garden,1273385,New York,Cecile,30,7,12-29-2019,1,0,2020.0,flexible,United States,False,973.0,5.0,Entire home/apt,195.0
1735,2995701,Sun filled 2BR in BedStuy Townhouse,15271110,New York,Josandra,2,431,08-23-2022,1,122,2011.0,flexible,United States,False,1042.0,5.0,Private room,208.0
1736,2683758,City Life in Harlem,13736818,New York,John,30,154,07-23-2022,1,280,2007.0,strict,United States,True,195.0,5.0,Private room,39.0
1737,2685701,Spectacular Williamsburg 2 BR Loft,1602568,New York,Thomas,30,1,08-07-2014,1,0,2020.0,moderate,United States,False,1067.0,4.0,Private room,213.0
1738,2831424,Cozy Studio On The Upper East Side,12795393,New York,Bee,30,18,10-04-2016,1,0,2008.0,moderate,United States,True,883.0,1.0,Private room,177.0
1739,2835711,Sunny West Village Apartment on MacDougal Street,3237504,New York,Aspen,30,52,07-05-2022,1,103,2020.0,flexible,United States,True,539.0,1.0,Private room,108.0
1740,3010577,Old World Garden Apartment,550520,New York,Kendall,30,60,08-12-2022,1,36,2005.0,flexible,United States,True,368.0,1.0,Entire home/apt,74.0
1741,2838331,Williamsburg/Greenpoint sunny apartment with patio,14520064,New York,Yuval & Cece,90,194,07-30-2019,1,81,2012.0,strict,United States,True,625.0,2.0,Private room,125.0
1742,2847633,"Charming, central apartment",3864482,New York,Erin,30,34,09-18-2016,1,0,2019.0,flexible,United States,True,66.0,3.0,Private room,13.0
1743,2687083,Cozy 1Bdr in Bed Stuy/Clinton Hill,5283121,New York,Sarah,30,1,08-14-2018,1,0,2019.0,moderate,United States,True,1105.0,1.0,Entire home/apt,221.0
1744,3010664,"3-Story Brownstone with Backyard, Close to Park",5663597,New York,Amir,4,32,08-21-2022,1,40,2014.0,flexible,United States,True,490.0,1.0,Entire home/apt,98.0
1745,2687375,Queen Size Foam Mattress,10264372,New York,Tyrell,30,6,10-12-2015,1,0,2003.0,moderate,United States,True,1164.0,3.0,Private room,233.0
1746,2847652,A large comfortable room for rest and relaxation,3056690,New York,Gilberto,4,174,09-01-2022,1,77,2005.0,strict,United States,False,310.0,5.0,Entire home/apt,62.0
1747,3012871,Williamsburg unique well design apt on Bedford Ave,1504257,New York,Neomi,30,33,01-31-2022,2,272,2016.0,strict,United States,False,357.0,5.0,Private room,71.0
1748,2847932,DESIGNER'S OWN 3 Bedrm 2 Bath Penthouse w Terrace,14565422,New York,Janelle,30,2,01-03-2022,3,172,2004.0,strict,United States,False,732.0,1.0,Private room,146.0
1749,2690370,Spectacular Views of Mid-Town,480923,New York,Diane,30,1,08-04-2014,1,0,2012.0,flexible,United States,True,442.0,4.0,Entire home/apt,88.0
1750,3018285,Heart of Manhattan: Charming 1BD,67180,New York,Nicholas,30,11,10-17-2018,1,0,2022.0,strict,United States,True,589.0,2.0,Entire home/apt,118.0
1751,3018422,Master Bed with Private Ensuite Bath,8656650,New York,Genny,2,49,08-14-2022,1,5,2012.0,moderate,United States,False,121.0,4.0,Entire home/apt,24.0
1752,2848235,Perfect 1 Person room in beautiful home,13649613,New York,"Rossy,  Carmen And Juan",3,187,08-14-2022,4,3,2018.0,moderate,United States,True,614.0,1.0,Entire home/apt,123.0
1753,3033378,Private bedroom near Park Slope and Atlantic Ave.,3114813,New York,Barak,1,1,07-08-2022,1,365,2012.0,moderate,United States,False,697.0,1.0,Private room,139.0
1754,2700296,Sunny Bedroom for two,13792543,New York,Gregory,4,120,09-04-2022,3,318,2008.0,strict,United States,False,616.0,5.0,Private room,123.0
1755,2702351,"Spacious, Safe, and Furnished",13829968,New York,Jonathan,5,27,07-31-2022,1,1,2022.0,moderate,United States,True,426.0,5.0,Entire home/apt,85.0
1756,3039110,Yankee stadium Single room overlooking Backyard,8159536,New York,Genae,3,25,01-03-2021,4,143,2003.0,flexible,United States,False,728.0,3.0,Private room,146.0
1757,2707194,Large Sunny Apartment,159726,New York,Tina,30,5,08-20-2014,1,0,2008.0,strict,United States,False,328.0,5.0,Entire home/apt,66.0
1758,2856036,"Modern Loft, Large Private Terrace.",14601436,New York,Andrea,30,4,09-29-2018,1,0,2021.0,strict,United States,False,877.0,2.0,Entire home/apt,175.0
1759,3039332,1910 Town House in leafy Kensington,15476280,New York,Jacques,30,2,08-11-2015,1,0,2013.0,moderate,United States,True,137.0,3.0,Entire home/apt,27.0
1760,2713887,Furnished Studio UES near the Met,13888072,New York,Will,30,4,09-29-2018,1,0,2007.0,flexible,United States,True,201.0,4.0,Entire home/apt,40.0
1761,2716009,Stylish Brooklyn Loft w/ Terrace (30 Nights Min.),3964453,New York,Naz,30,34,01-09-2021,2,93,2015.0,strict,United States,True,878.0,2.0,Entire home/apt,176.0
1762,3040654,Sunny Bedroom In Astoria!,6041,New York,Miranda,30,14,01-02-2018,1,0,2003.0,moderate,United States,False,1189.0,2.0,Private room,238.0
1763,2863589,Entire Private Modern Studio UWS Manhattan,3716641,New York,Ofer,30,26,07-12-2021,6,0,2014.0,flexible,United States,False,121.0,4.0,Entire home/apt,24.0
1764,3041280,Crown Heights Duplex Apt.,4401973,New York,Juan Felipe,30,1,06-30-2015,1,0,2005.0,moderate,United States,True,226.0,3.0,Private room,45.0
1765,2722693,Luxury High Rise Near Central Park,3280997,New York,Scott,30,1,05-05-2014,1,0,2014.0,flexible,United States,False,563.0,3.0,Entire home/apt,113.0
1766,3043467,Room in Duplex Apartment,10432817,New York,Deedles,30,22,08-31-2021,1,72,2020.0,moderate,United States,False,439.0,5.0,Entire home/apt,88.0
1767,2723019,Cozy & modern 1 br apt in Brooklyn,13934498,New York,Herby,30,6,08-01-2022,1,215,2004.0,flexible,United States,True,881.0,3.0,Private room,176.0
1768,3052426,Cozy & Bright Studio Apartment,15540040,New York,Jabbath,4,10,07-12-2022,2,2,2017.0,flexible,United States,False,908.0,1.0,Entire home/apt,182.0
1769,2723338,Peaceful Bedroom in Brooklyn,13933851,New York,Yagil,30,2,01-01-2018,2,0,2016.0,strict,United States,True,738.0,4.0,Entire home/apt,148.0
1770,2864637,Ting Ting's Home in Heart of Brklyn,14641776,New York,Ting,30,3,05-01-2015,1,0,2006.0,moderate,United States,True,973.0,1.0,Entire home/apt,195.0
1771,3052904,Spacious Upper East Side Pvt. Room,15543098,New York,Carlos,30,2,12-31-2016,1,0,2003.0,moderate,United States,True,377.0,1.0,Private room,75.0
1772,2865117,Huge and beautiful Park Slope Apt,3543836,New York,Glenn,31,8,08-31-2022,1,323,2017.0,strict,United States,True,100.0,5.0,Entire home/apt,20.0
1773,2870840,Cozy private room in beautiful apt,1668930,New York,Julio,3,100,09-04-2022,2,280,2004.0,strict,United States,True,268.0,2.0,Private room,54.0
1774,3090922,"Private Rm in Cozy Wburg Loft, 1 blk fr Bedford L",4936720,New York,Mac,30,74,02-04-2020,2,0,2021.0,flexible,United States,True,892.0,3.0,Private room,178.0
1775,3056451,One Bedroom close to everything!,15559190,New York,Kerry,30,5,10-28-2016,1,0,2007.0,flexible,United States,False,670.0,5.0,Entire home/apt,134.0
1776,3091872,Beautiful private 2 bedroom in prime Greenpoint,2308616,New York,Rebecca,30,1,08-07-2017,1,0,2015.0,flexible,United States,True,475.0,4.0,Entire home/apt,95.0
1777,3095119,"Great apartment, heart of Brooklyn",15740819,New York,Heather,30,38,07-31-2017,2,0,2014.0,flexible,United States,True,369.0,2.0,Entire home/apt,74.0
1778,3095502,Cozy 1BR Apartment by Subway,10930874,New York,Tyler,30,1,09-04-2014,2,0,2017.0,flexible,United States,True,873.0,2.0,Private room,175.0
1779,3059273,1 bedroom  in  Nolita/Soho,15569250,New York,SoSo,30,18,03-14-2020,2,0,2011.0,moderate,United States,False,140.0,2.0,Private room,28.0
1780,2876032,"Backpackers Haven , Bed 2",14103991,New York,Ruth,30,43,07-10-2022,8,76,2012.0,strict,United States,True,959.0,1.0,Private room,192.0
1781,3060651,Cozy East Village Studio,15578838,New York,Cameran,30,3,12-29-2017,1,0,2017.0,flexible,United States,False,1140.0,1.0,Entire home/apt,228.0
1782,2876055,Williamsburg Room - 2 Blocks to L Train,5317082,New York,Kells,14,68,12-12-2020,2,0,2019.0,strict,United States,False,282.0,2.0,Private room,56.0
1783,3103596,BIG Private Room in NYC APT.,15778597,New York,Ayo,30,2,01-03-2016,1,318,2022.0,moderate,United States,False,1189.0,3.0,Entire home/apt,238.0
1784,3060745,"Furnished Sublet, Manhattan, Harlem",7101220,New York,David,30,1,07-31-2015,1,0,2009.0,flexible,United States,False,851.0,5.0,Entire home/apt,170.0
1785,2880336,quaint apartment with city views,14720647,New York,Christian,30,25,12-25-2015,1,0,2016.0,moderate,United States,False,782.0,3.0,Entire home/apt,156.0
1786,3067093,Stylish East Village Studio near Union Sq,3541594,New York,Jennifer,30,13,07-14-2019,1,0,2015.0,moderate,United States,True,649.0,2.0,Entire home/apt,130.0
1787,2882666,"UWS Large clean 1Br entire apt, 2 stops fromTiMESQ",6964353,New York,Patricia,30,6,06-29-2016,1,0,2022.0,moderate,United States,True,360.0,1.0,Private room,72.0
1788,3067244,Bright Prospect Park Charmer,3241305,New York,Emilia,30,53,08-17-2022,1,56,2016.0,moderate,United States,True,920.0,4.0,Private room,184.0
1789,2883054,Urban Holiday…,5117939,New York,Shanti,10,228,08-23-2022,2,24,2003.0,flexible,United States,True,949.0,1.0,Entire home/apt,190.0
1790,3073195,Spacious room in great neighborhood,15639713,New York,Agustina,30,6,12-01-2015,1,0,2013.0,flexible,United States,False,1092.0,1.0,Entire home/apt,218.0
1791,3105986,Steps away from Brooklyn museum,8822946,New York,Mariam,30,4,10-17-2015,1,0,2020.0,strict,United States,False,506.0,2.0,Entire home/apt,101.0
1792,2888088,Private space in Brooklyn,14759766,New York,Jerry,2,214,08-25-2022,2,300,2004.0,moderate,United States,True,563.0,1.0,Private room,113.0
1793,3080233,1BR UNFURN SUBLET in Williamsburg,15674437,New York,Benjamin,30,4,08-15-2014,1,0,2006.0,strict,United States,False,764.0,5.0,Private room,153.0
1794,2889387,New York City near Staten Is. Ferry,2269517,New York,Rob&Elle,2,293,04-28-2022,1,0,2007.0,moderate,United States,False,972.0,1.0,Entire home/apt,194.0
1795,3110978,Beautiful Room in a 3 Bd Apartment,15810320,New York,Eva,30,2,10-15-2014,2,354,2009.0,flexible,United States,True,580.0,2.0,Private room,116.0
1796,3081771,Luxurious Brooklyn Getaway!,15681707,New York,Chester,2,257,08-19-2022,2,236,2017.0,moderate,United States,False,403.0,4.0,Private room,81.0
1797,3111416,Charming and Artsy LES 1-Bedroom,3765042,New York,Grant,90,18,06-09-2022,1,217,2008.0,flexible,United States,False,967.0,2.0,Private room,193.0
